"area","station_no","station_type","station_name","address","elevation","observation_begin","note1","note2","katakana","prec_no","block_no","pref_code","lon","lat"
"岩手",33336,"四","小本","下閉伊郡岩泉町小本字下中野",3,"昭52.10.26",,,"オモト","33","1212","03",141.963333333333,39.8466666666667
"岩手",33351,"雨","葛根田","岩手郡雫石町西根第3地割上篠崎",350,"昭52.7.5",,,"カッコンダ","33","1168","03",140.945,39.7766666666667
"岩手",33361,"雨","滝沢","滝沢市湯舟沢",210,"平17.10.21",,,"タキザワ","33","1560","03",141.096666666667,39.78
"岩手",33371,"四","薮川","盛岡市薮川字外山",680,"(昭50.11.13)昭51.11.25",,,"ヤブカワ","33","1078","03",141.328333333333,39.7833333333333
"岩手",33421,"四","雫石","岩手郡雫石町第40地割字千刈田",195,"#昭51.11.26","33925","湿度を除く","シズクイシ","33","0221","03",140.975,39.6966666666667
"岩手",33431,"官","盛岡","盛岡市山王町　盛岡地方気象台",155,"#昭50.4.1","33927",,"モリオカ","33","47584","03",141.165,39.6983333333333
"岩手",33441,"四","区界","宮古市区界第2地割",734,"平5.10.7","33955",,"クザカイ","33","1447","03",141.353333333333,39.65
"岩手",33472,"官","宮古","宮古市鍬ケ崎下町　宮古特別地域気象観測所",43,"平2.10.18","33933",,"ミヤコ","33","47585","03",141.965,39.6466666666667
"岩手",33486,"四","沢内","和賀郡西和賀町沢内字貝沢4地割",407,"平29.7.11",,,"サワウチ","33","1118","03",140.843333333333,39.5483333333333
"岩手",33501,"四","紫波","紫波郡紫波町稲藤字七郷",125,"昭52.1.1",,"湿度を除く","シワ","33","1128","03",141.126666666667,39.5466666666667
"岩手",33526,"四","川井","宮古市川井",192,"昭52.12.2",,"湿度を除く","カワイ","33","1224","03",141.681666666667,39.5983333333333
"岩手",33566,"雨","豊沢","花巻市北豊沢山国有林",300,"昭58.11.16",,,"トヨサワ","33","0226","03",140.968333333333,39.48
"岩手",33576,"官","花巻","花巻市葛第3地割　花巻航空気象観測所",90,"平15.1.1","33957","日照・湿度・気圧を除く","ハナマキ","33","0227","03",141.135,39.4283333333333
"岩手",33581,"四","大迫","花巻市大迫町大迫第13地割",150,"#昭51.11.18",,"湿度を除く","オオハサマ","33","0228","03",141.278333333333,39.47
"岩手",33596,"雨","附馬牛","遠野市附馬牛町上附馬牛19地割",440,"平17.10.20",,,"ツキモウシ","33","1563","03",141.506666666667,39.4566666666667
"岩手",33611,"雨","大槌","上閉伊郡大槌町金沢",120,"平12.11.17",,,"オオツチ","33","1508","03",141.806666666667,39.4383333333333
"岩手",33616,"四","山田","下閉伊郡山田町織笠第11地割",24,"(昭50.5.22)昭51.11.19",,"湿度を除く","ヤマダ","33","1033","03",141.956666666667,39.45
"岩手",33631,"四","湯田","和賀郡西和賀町上野々第39地割",250,"#昭51.2.26","33935",,"ユダ","33","0229","03",140.776666666667,39.31
"岩手",33671,"四","遠野","遠野市松崎町白岩24地割",275,"#昭51.11.22","33930",,"トオノ","33","0231","03",141.543333333333,39.3383333333333
"岩手",33711,"雨","金ケ崎","胆沢郡金ケ崎町西根千貫石",170,"平17.10.19",,,"カネガサキ","33","1558","03",141.015,39.225
"岩手",33716,"四","北上","北上市芳町",61,"#昭51.12.4","33940",,"キタカミ","33","0230","03",141.11,39.2883333333333
"岩手",33726,"雨","米里","奥州市江刺米里字荒田表",170,"昭51.9.9",,,"ヨネサト","33","1113","03",141.31,39.2333333333333
"岩手",33751,"四","釜石","釜石市港町",5,"#昭51.11.20",,"湿度を除く","カマイシ","33","0233","03",141.878333333333,39.27
"岩手",33776,"四","若柳","奥州市胆沢若柳字倉舘",97,"#昭51.11.26",,,"ワカヤナギ","33","0235","03",141.063333333333,39.14
"岩手",33781,"四","江刺","奥州市江刺愛宕字八日市",42,"#昭51.11.25",,"湿度を除く","エサシ","33","0236","03",141.161666666667,39.1833333333333
"岩手",33801,"四","住田","気仙郡住田町世田米字川向",80,"昭52.10.20",,,"スミタ","33","1206","03",141.573333333333,39.1416666666667
"岩手",33831,"雨","祭畤","一関市厳美町祭畤",350,"昭50.5.21","33945",,"マツルベ","33","1028","03",140.865,39.0116666666667
"岩手",33841,"雨","衣川","奥州市衣川懸田",75,"昭50.5.25",,,"コロモガワ","33","1045","03",141.045,39.05
"岩手",33856,"雨","大東","一関市大東町猿沢字上ノ洞",140,"平17.10.18",,,"ダイトウ","33","1557","03",141.296666666667,39.0383333333333
"岩手",33877,"官","大船渡","大船渡市大船渡町字赤沢　大船渡特別地域気象観測所",37,"#平2.3.15","33947",,"オオフナト","33","47512","03",141.713333333333,39.0633333333333
"岩手",33911,"四","一関","一関市竹山町",32,"#昭51.2.15","33950",,"イチノセキ","33","0238","03",141.125,38.9333333333333
"岩手",33921,"四","千厩","一関市千厩町千厩字北方",120,"#昭51.11.27",,,"センマヤ","33","0239","03",141.33,38.9216666666667
"宮城",34012,"四","駒ノ湯","栗原市栗駒沼倉耕英南",532,"昭51.11.29","34906",,"コマノユ","34","1126","04",140.828333333333,38.9133333333333
"宮城",34026,"四","気仙沼","気仙沼市古町",62,"#昭51.12.2",,,"ケセンヌマ","34","0242","04",141.556666666667,38.9066666666667
"宮城",34056,"雨","鴬沢","栗原市鶯沢袋宮林",33,"平13.9.27",,,"ウグイスザワ","34","1526","04",140.948333333333,38.805
"宮城",34096,"四","川渡","大崎市鳴子温泉字蓬田",170,"昭51.12.4","34900","湿度を除く","カワタビ","34","0243","04",140.76,38.7433333333333
"宮城",34111,"四","築館","栗原市築館左足下",25,"#昭51.2.23",,,"ツキダテ","34","0244","04",141.005,38.735
"宮城",34171,"四","米山","登米市米山町西野字新遠田",4,"(昭50.5.21)昭51.11.30",,,"ヨネヤマ","34","1029","04",141.186666666667,38.625
"宮城",34186,"四","志津川","本吉郡南三陸町志津川字城場",39,"#昭51.12.1",,,"シヅガワ","34","0246","04",141.448333333333,38.6816666666667
"宮城",34206,"雨","加美","加美郡加美町味ヶ袋薬莱原",195,"平17.10.21",,,"カミ","34","1561","04",140.726666666667,38.5716666666667
"宮城",34216,"四","古川","大崎市古川大崎字富国",28,"#昭51.12.3","34910",,"フルカワ","34","0247","04",140.911666666667,38.5983333333333
"宮城",34241,"雨","雄勝","石巻市雄勝町雄勝字下雄勝",24,"昭50.5.13",,,"オガツ","34","0985","04",141.465,38.52
"宮城",34262,"雨","泉ケ岳","仙台市泉区福岡岳山",630,"平17.10.26",,,"イズミガダケ","34","1365","04",140.721666666667,38.4066666666667
"宮城",34266,"四","大衡","黒川郡大衡村松の平",57,"#昭51.12.3",,"湿度を除く","オオヒラ","34","0248","04",140.888333333333,38.4733333333333
"宮城",34276,"四","鹿島台","大崎市鹿島台広長字内の浦",3,"#昭51.12.1",,"湿度を除く","カシマダイ","34","0249","04",141.091666666667,38.46
"宮城",34292,"官","石巻","石巻市泉町　石巻特別地域気象観測所",43,"平2.1.25","34913",,"イシノマキ","34","47592","04",141.298333333333,38.4266666666667
"宮城",34296,"四","女川","牡鹿郡女川町宮ケ崎字宮ケ崎",38,"平23.5.13",,,"オナガワ","34","1626","04",141.45,38.4466666666667
"宮城",34311,"四","新川","仙台市青葉区新川字清水尻",265,"#昭51.11.30","34915",,"ニッカワ","34","0251","04",140.636666666667,38.3033333333333
"宮城",34331,"四","塩釜","塩竈市伊保石",105,"(昭50.5.21)昭51.11.30",,,"シオガマ","34","1030","04",141.013333333333,38.3383333333333
"宮城",34392,"官","仙台","仙台市宮城野区五輪　仙台管区気象台",39,"#昭57.3.1","34917",,"センダイ","34","47590","04",140.896666666667,38.2616666666667
"宮城",34436,"官","名取","名取市下増田字南原　仙台航空気象観測所",2,"平15.1.1","34965","日照・湿度・気圧を除く","ナトリ","34","1464","04",140.916666666667,38.1383333333333
"宮城",34461,"四","白石","白石市福岡長袋字湯殿山",86,"#昭51.11.25","34920",,"シロイシ","34","0256","04",140.611666666667,38.015
"宮城",34462,"四","蔵王","刈田郡蔵王町大字平沢字内屋敷",112,"平17.10.27",,,"ザオウ","34","1564","04",140.68,38.1266666666667
"宮城",34471,"四","亘理","亘理郡亘理町字油田",4,"#昭51.11.29",,"湿度を除く","ワタリ","34","0257","04",140.858333333333,38.025
"宮城",34506,"四","丸森","伊具郡丸森町舘矢間舘山字新賢中",18,"昭52.11.4",,"湿度を除く","マルモリ","34","1220","04",140.778333333333,37.9316666666667
"宮城",34526,"雨","筆甫","伊具郡丸森町筆甫字和田",305,"昭53.11.10",,,"ヒッポ","34","1298","04",140.728333333333,37.8266666666667
"山形",35002,"四","飛島","酒田市飛島字勝浦乙",58,"昭62.11.10",,,"トビシマ","35","1291","06",139.543333333333,39.1833333333333
"山形",35052,"官","酒田","酒田市亀ケ崎　酒田特別地域気象観測所",3,"#昭59.2.9","35955",,"サカタ","35","47587","06",139.843333333333,38.9083333333333
"山形",35056,"雨","酒田大沢","酒田市大蕨字二タ子",65,"平29.12.20",,,"サカタオオサワ","35","1664","06",139.998333333333,38.965
"山形",35071,"四","差首鍋","最上郡真室川町差首鍋",88,"#昭51.11.30",,,"サスナベ","35","0260","06",140.2,38.9183333333333
"山形",35086,"官","浜中","酒田市浜中字村東　庄内航空気象観測所",22,"平15.1.1",,"日照・湿度・気圧を除く","ハマナカ","35","1465","06",139.786666666667,38.8116666666667
"山形",35116,"四","金山","最上郡金山町金山字本町",170,"#昭51.11.29","35900","湿度を除く","カネヤマ","35","0262","06",140.331666666667,38.8783333333333
"山形",35141,"四","鶴岡","鶴岡市錦町",16,"#昭51.12.2",,,"ツルオカ","35","0263","06",139.828333333333,38.735
"山形",35146,"四","狩川","東田川郡庄内町狩川字矢倉",17,"#昭51.12.2","35905",,"カリカワ","35","0264","06",139.973333333333,38.8
"山形",35162,"官","新庄","新庄市東谷地田町　新庄特別地域気象観測所",105,"#昭60.11.1","35907",,"シンジョウ","35","47520","06",140.311666666667,38.7566666666667
"山形",35171,"雨","瀬見","最上郡最上町大堀",150,"#",,,"セミ","35","0266","06",140.413333333333,38.755
"山形",35176,"四","向町","最上郡最上町向町",212,"(昭49.12.18)昭51.11.26","35950",,"ムカイマチ","35","0910","06",140.516666666667,38.7583333333333
"山形",35201,"雨","櫛引","鶴岡市桂荒俣字上桂",33,"#","35910",,"クシビキ","35","0268","06",139.848333333333,38.6716666666667
"山形",35216,"四","肘折","最上郡大蔵村南山",330,"昭51.11.27","35920","湿度を除く","ヒジオリ","35","1125","06",140.163333333333,38.6066666666667
"山形",35231,"四","尾花沢","尾花沢市新町",106,"(昭50.5.23)昭51.3.8","35915",,"オバナザワ","35","1039","06",140.411666666667,38.6083333333333
"山形",35246,"四","鼠ケ関","鶴岡市鼠ケ関字横路",18,"(昭50.5.23)昭51.12.3",,,"ネズガセキ","35","1040","06",139.551666666667,38.5666666666667
"山形",35256,"雨","荒沢","鶴岡市荒沢字狩籠",272,"昭54.4.11",,,"アラサワ","35","1357","06",139.781666666667,38.5083333333333
"山形",35332,"四","村山","村山市大字大久保字寄込",80,"平14.6.4",,,"ムラヤマ","35","1539","06",140.348333333333,38.46
"山形",35334,"官","東根","東根市大字羽入字柏原新林　山形航空気象観測所",105,"平15.1.1",,"日照・湿度・気圧を除く","ヒガシネ","35","1488","06",140.37,38.4116666666667
"山形",35361,"四","大井沢","西村山郡西川町大井沢字中村",440,"昭53.12.20","35925","湿度を除く","オオイサワ","35","1292","06",139.993333333333,38.39
"山形",35376,"四","左沢","西村山郡大江町本郷字下夕原己",133,"#昭51.12.3","35945",,"アテラザワ","35","0272","06",140.191666666667,38.37
"山形",35426,"官","山形","山形市緑町　山形地方気象台",153,"#昭50.3.17","35927",,"ヤマガタ","35","47588","06",140.345,38.255
"山形",35456,"四","長井","長井市平山",210,"#昭51.12.10","35930",,"ナガイ","35","0275","06",140.015,38.105
"山形",35466,"雨","上山中山","上山市中山字壁屋敷",270,"平17.10.25",,,"カミノヤマナカヤマ","35","1562","06",140.213333333333,38.1166666666667
"山形",35486,"四","小国","西置賜郡小国町増岡字下林",140,"#昭51.12.8","35935",,"オグニ","35","0277","06",139.735,38.0783333333333
"山形",35511,"四","高畠","東置賜郡高畠町安久津字加茂川原",220,"昭51.12.9",,,"タカハタ","35","1132","06",140.206666666667,38.0033333333333
"山形",35537,"雨","中津川","西置賜郡飯豊町岩倉",390,"昭56.7.1",,,"ナカツガワ","35","1372","06",139.843333333333,37.91
"山形",35541,"四","高峰","西置賜郡飯豊町高峰",260,"#昭51.11.22",,,"タカミネ","35","0278","06",139.953333333333,37.99
"山形",35552,"四","米沢","米沢市アルカディア",245,"平17.12.1","35940",,"ヨネザワ","35","0279","06",140.143333333333,37.9116666666667
"福島",36056,"四","茂庭","福島市飯坂町茂庭字滑滝道",200,"平4.10.23","36950","湿度を除く","モニワ","36","1293","07",140.436666666667,37.8916666666667
"福島",36066,"四","梁川","伊達市梁川町粟野字作田",43,"#昭51.12.6",,"湿度を除く","ヤナガワ","36","0281","07",140.588333333333,37.8516666666667
"福島",36106,"四","桧原","耶麻郡北塩原村桧原字墓下",824,"昭53.10.26",,"湿度を除く","ヒバラ","36","1282","07",140.058333333333,37.7216666666667
"福島",36127,"官","福島","福島市松木町　福島地方気象台",67,"令3.3.18","36955","気温、雨、日照","フクシマ","36","47595","07",140.47,37.7583333333333
"福島",36127,"官","福島","福島市八島田字琵琶渕",88,"令3.3.18",,"風","フクシマ","36","47595","07",140.435,37.7683333333333
"福島",36151,"四","相馬","相馬市成田字五郎右エ門橋",9,"#昭51.12.7",,,"ソウマ","36","0285","07",140.925,37.7833333333333
"福島",36176,"四","喜多方","喜多方市字押切",212,"#昭51.12.13",,,"キタカタ","36","0286","07",139.863333333333,37.6583333333333
"福島",36196,"四","鷲倉","福島市土湯温泉町字鷲倉山国有林",1220,"昭51.11.16",,,"ワシクラ","36","1116","07",140.26,37.6683333333333
"福島",36221,"四","飯舘","相馬郡飯舘村飯樋字笠石",463,"昭51.12.4",,"湿度を除く","イイタテ","36","1130","07",140.726666666667,37.665
"福島",36231,"雨","原町","南相馬市原町区高見町",17,"#",,,"ハラマチ","36","0288","07",140.983333333333,37.6383333333333
"福島",36251,"四","西会津","耶麻郡西会津町尾野本字樋ノ口原乙",165,"(昭50.5.21)昭51.11.24","36905",,"ニシアイヅ","36","1031","07",139.656666666667,37.5883333333333
"福島",36276,"四","猪苗代","耶麻郡猪苗代町大字千代田字中島",519,"#昭51.11.30","36910",,"イナワシロ","36","0290","07",140.108333333333,37.5516666666667
"福島",36291,"四","二本松","二本松市金色久保",235,"#昭51.12.3",,"湿度を除く","ニホンマツ","36","0291","07",140.43,37.5833333333333
"福島",36307,"雨","津島","双葉郡浪江町下津島字町",400,"昭52.3.23",,,"ツシマ","36","1150","07",140.753333333333,37.56
"福島",36342,"四","金山","大沼郡金山町大字中川字沖根原",296,"平19.12.19","36921",,"カネヤマ","36","1044","07",139.528333333333,37.4733333333333
"福島",36361,"官","若松","会津若松市材木町　若松特別地域気象観測所",212,"#昭50.3.17","36923",,"ワカマツ","36","47570","07",139.91,37.4883333333333
"福島",36391,"四","船引","田村市船引町船引字新房院",421,"#昭51.12.2",,,"フネヒキ","36","0294","07",140.576666666667,37.435
"福島",36411,"四","浪江","双葉郡浪江町大字川添字北上ノ原",43,"#昭51.12.8",,,"ナミエ","36","0295","07",140.965,37.4916666666667
"福島",36426,"四","只見","南会津郡只見町只見字原",377,"昭51.7.20","36915",,"タダミ","36","0297","07",139.313333333333,37.3433333333333
"福島",36461,"雨","湖南","郡山市湖南町福良字家老",536,"昭57.6.18",,,"コナン","36","1386","07",140.09,37.3883333333333
"福島",36476,"四","郡山","郡山市安積町成田字東丸山",249,"#昭51.3.12",,,"コオリヤマ","36","0299","07",140.33,37.3683333333333
"福島",36501,"四","川内","双葉郡川内村上川内字小山平",410,"昭51.11.30",,,"カワウチ","36","1129","07",140.808333333333,37.3366666666667
"福島",36511,"雨","富岡","双葉郡富岡町小浜",50,"#",,,"トミオカ","36","0300","07",141.016666666667,37.3466666666667
"福島",36536,"四","南郷","南会津郡南会津町界字梨木平",494,"#昭51.11.19","36925",,"ナンゴウ","36","0301","07",139.536666666667,37.265
"福島",36562,"四","湯本","岩瀬郡天栄村田良尾字持石",646,"昭63.10.5","36945",,"ユモト","36","1294","07",140.063333333333,37.2766666666667
"福島",36571,"雨","長沼","須賀川市長沼字町尻",317,"昭53.8.8",,,"ナガヌマ","36","1268","07",140.218333333333,37.2883333333333
"福島",36581,"官","玉川","石川郡玉川村大字北須釜字はばき田　福島航空気象観測所",372,"平15.1.1","36965","日照・湿度・気圧を除く","タマカワ","36","1466","07",140.426666666667,37.2266666666667
"福島",36591,"四","小野新町","田村郡小野町小野新町字舘廻",433,"#昭51.12.1",,,"オノニイマチ","36","0304","07",140.625,37.2866666666667
"福島",36597,"雨","川前","いわき市川前町下桶売字久保田",492,"平26.12.3",,,"カワマエ","36","1274","07",140.723333333333,37.2466666666667
"福島",36611,"四","広野","双葉郡広野町下北迫字大谷地原",43,"(昭50.5.22)昭51.12.13",,,"ヒロノ","36","1034","07",141,37.2333333333333
"福島",36641,"四","田島","南会津郡南会津町田島字東下原",544,"#昭51.11.18","36935","湿度を除く","タジマ","36","0303","07",139.795,37.2066666666667
"福島",36667,"官","白河","白河市郭内　白河特別地域気象観測所",355,"平6.1.28","36937",,"シラカワ","36","47597","07",140.215,37.1316666666667
"福島",36676,"四","石川","石川郡石川町双里字本宮",290,"#昭51.11.26",,"湿度を除く","イシカワ","36","0307","07",140.46,37.1466666666667
"福島",36716,"四","桧枝岐","南会津郡檜枝岐村字上河原",973,"昭53.10.31","36940",,"ヒノエマタ","36","1295","07",139.375,37.01
"福島",36726,"雨","舘岩","南会津郡南会津町松戸原",690,"昭53.8.9",,,"タテイワ","36","1269","07",139.531666666667,37.0916666666667
"福島",36781,"雨","平","いわき市好間町今新田字宮西",12,"#",,,"タイラ","36","0310","07",140.876666666667,37.065
"福島",36821,"四","東白川","東白川郡塙町大字上石井字新田",183,"#昭51.11.25",,,"ヒガシシラカワ","36","0312","07",140.408333333333,36.9383333333333
"福島",36836,"四","山田","いわき市山田町大谷",25,"平21.3.6",,,"ヤマダ","36","1607","07",140.733333333333,36.9333333333333
"福島",36846,"官","小名浜","いわき市小名浜字船引場　小名浜特別地域気象観測所",3,"#昭50.3.17",,"気温、雨、日照","オナハマ","36","47598","07",140.903333333333,36.9466666666667
"福島",36846,"官","小名浜","いわき市小名浜大原字芳際",5,"#昭50.3.17",,"風","オナハマ","36","47598","07",140.883333333333,36.9633333333333
"茨城",40041,"雨","花園","北茨城市華川町花園",370,"#",,,"ハナゾノ","40","0314","08",140.636666666667,36.8683333333333
"茨城",40046,"四","北茨城","北茨城市関南町関本下",5,"#昭53.1.18",,,"キタイバラキ","40","0315","08",140.771666666667,36.8333333333333
"茨城",40061,"四","大子","久慈郡大子町大子",120,"#昭53.1.13",,,"ダイゴ","40","0316","08",140.345,36.7783333333333
"茨城",40066,"雨","徳田","常陸太田市徳田町",270,"昭52.7.15",,,"トクダ","40","1173","08",140.481666666667,36.7783333333333
"茨城",40076,"雨","大能","高萩市大能",395,"昭60.6.5",,,"オオノウ","40","1421","08",140.593333333333,36.7433333333333
"茨城",40091,"四","常陸大宮","常陸大宮市上小瀬",95,"昭53.12.20",,"湿度を除く","ヒタチオオミヤ","40","1331","08",140.325,36.6066666666667
"茨城",40126,"雨","中野","常陸太田市中野町",17,"昭52.7.13",,,"ナカノ","40","1170","08",140.473333333333,36.515
"茨城",40136,"四","日立","日立市会瀬町",34,"(昭50.5.20)昭53.1.18",,,"ヒタチ","40","1011","08",140.645,36.58
"茨城",40181,"雨","門井","筑西市門井",40,"昭57.6.23",,,"カドイ","40","1388","08",140.033333333333,36.3333333333333
"茨城",40191,"四","笠間","笠間市箱田",72,"#昭53.1.31",,,"カサマ","40","0318","08",140.24,36.395
"茨城",40201,"官","水戸","水戸市金町　水戸地方気象台",29,"#昭50.3.3","40900",,"ミト","40","47629","08",140.466666666667,36.38
"茨城",40221,"四","古河","古河市北町",20,"#昭53.1.11",,,"コガ","40","0320","08",139.716666666667,36.2016666666667
"茨城",40231,"四","下館","筑西市西石田",24,"平13.12.10",,,"シモダテ","40","1530","08",139.988333333333,36.2816666666667
"茨城",40241,"雨","柿岡","石岡市柿岡",27,"昭50.5.20",,,"カキオカ","40","1012","08",140.188333333333,36.2333333333333
"茨城",40251,"雨","美野里","小美玉市部室",25,"昭50.5.20",,,"ミノリ","40","1013","08",140.325,36.2366666666667
"茨城",40281,"四","下妻","下妻市二本紀",20,"#昭53.1.11",,,"シモツマ","40","0322","08",139.945,36.1683333333333
"茨城",40311,"四","鉾田","鉾田市安房",32,"昭53.1.31",,,"ホコタ","40","1245","08",140.526666666667,36.1683333333333
"茨城",40326,"雨","坂東","坂東市辺田",16,"#",,,"バンドウ","40","0323","08",139.893333333333,36.035
"茨城",40336,"官","つくば","つくば市長峰　高層気象台",25,"平2.3.9","40905",,"ツクバ","40","47646","08",140.125,36.0566666666667
"茨城",40341,"四","土浦","土浦市木田余東台",26,"#昭53.1.12",,"湿度を除く","ツチウラ","40","0324","08",140.22,36.1033333333333
"茨城",40391,"雨","江戸崎","稲敷市江戸崎甲",25,"昭50.3.28",,,"エドサキ","40","0911","08",140.32,35.96
"茨城",40406,"四","鹿嶋","鹿嶋市城山",37,"#昭53.1.17",,,"カシマ","40","0325","08",140.621666666667,35.9633333333333
"茨城",40426,"四","龍ケ崎","龍ケ崎市大徳町",4,"(昭50.5.20)昭53.12.19",,,"リュウガサキ","40","1014","08",140.211666666667,35.89
"栃木",41011,"四","那須高原","那須郡那須町大島",749,"#昭52.11.9","41900",,"ナスコウゲン","41","0326","09",140.035,37.1233333333333
"栃木",41076,"四","五十里","日光市五十里堀割",620,"(昭50.5.20)昭52.11.10",,,"イカリ","41","1015","09",139.695,36.9216666666667
"栃木",41091,"四","黒磯","那須塩原市埼玉",343,"#昭52.12.26",,,"クロイソ","41","0329","09",140.018333333333,36.9816666666667
"栃木",41116,"四","土呂部","日光市土呂部",925,"昭52.11.10","41905","湿度を除く","ドロブ","41","1221","09",139.568333333333,36.8916666666667
"栃木",41141,"四","大田原","大田原市宇田川",188,"#昭51.2.20",,,"オオタワラ","41","0331","09",140.035,36.84
"栃木",41166,"官","奥日光","日光市中宮祠　日光特別地域気象観測所",1292,"#昭50.11.27","41910",,"オクニッコウ","41","47690","09",139.5,36.7383333333333
"栃木",41172,"四","日光東町","日光市稲荷町",561,"令4.11.16",,,"ニッコウヒガシマチ","41","1675","09",139.615,36.75
"栃木",41181,"四","塩谷","塩谷郡塩谷町大字田所",225,"昭53.12.21",,,"シオヤ","41","1334","09",139.883333333333,36.7566666666667
"栃木",41211,"雨","足尾","日光市足尾町",650,"昭50.5.20",,,"アシオ","41","1016","09",139.448333333333,36.6466666666667
"栃木",41241,"雨","高根沢","塩谷郡高根沢町上高根沢台の原",148,"#",,,"タカネザワ","41","0334","09",139.998333333333,36.6066666666667
"栃木",41247,"四","那須烏山","那須烏山市森田字小塙前",82,"平21.2.24",,"湿度を除く","ナスカラスヤマ","41","1605","09",140.116666666667,36.6416666666667
"栃木",41271,"四","鹿沼","鹿沼市見野",165,"#昭53.1.9",,"湿度を除く","カヌマ","41","0335","09",139.735,36.5916666666667
"栃木",41277,"官","宇都宮","宇都宮市明保野町　宇都宮地方気象台",119,"平元.12.20","41915",,"ウツノミヤ","41","47615","09",139.868333333333,36.5483333333333
"栃木",41311,"雨","葛生","佐野市豊代町",120,"#",,,"クズウ","41","0337","09",139.59,36.4316666666667
"栃木",41331,"四","真岡","真岡市下籠谷",91,"#昭53.1.10",,,"モオカ","41","0338","09",139.986666666667,36.4766666666667
"栃木",41356,"雨","足利","足利市元学町",35,"#",,,"アシカガ","41","0339","09",139.461666666667,36.3416666666667
"栃木",41361,"四","佐野","佐野市田沼町",68,"(昭50.5.20)昭53.1.9",,,"サノ","41","1018","09",139.57,36.3633333333333
"栃木",41371,"雨","栃木","栃木市平井町",65,"#",,,"トチギ","41","0340","09",139.703333333333,36.3733333333333
"栃木",41376,"四","小山","小山市出井",44,"#昭53.1.10",,"湿度を除く","オヤマ","41","0341","09",139.83,36.3383333333333
"群馬",42046,"四","藤原","利根郡みなかみ町藤原字屋倉",700,"昭52.11.11","42900",,"フジワラ","42","1222","10",139.058333333333,36.8633333333333
"群馬",42091,"四","みなかみ","利根郡みなかみ町湯原",524,"(昭50.5.20)昭52.12.23","42905",,"ミナカミ","42","1019","10",138.965,36.7733333333333
"群馬",42106,"雨","片品","利根郡片品村鎌田",861,"昭52.7.19",,,"カタシナ","42","1174","10",139.238333333333,36.7716666666667
"群馬",42121,"四","草津","吾妻郡草津町草津",1223,"#昭52.12.23","42910","湿度を除く","クサツ","42","0343","10",138.591666666667,36.6166666666667
"群馬",42146,"四","沼田","沼田市井土上町",390,"#昭52.12.21",,,"ヌマタ","42","0346","10",139.021666666667,36.6683333333333
"群馬",42186,"四","中之条","吾妻郡中之条町伊勢町",354,"(昭50.5.20)昭52.12.21",,,"ナカノジョウ","42","1020","10",138.85,36.5866666666667
"群馬",42221,"四","田代","吾妻郡嬬恋村田代",1230,"#昭52.12.22",,,"タシロ","42","0348","10",138.463333333333,36.4633333333333
"群馬",42241,"雨","榛名山","高崎市榛名湖町沼ノ原甲",1088,"#",,,"ハルナサン","42","0349","10",138.873333333333,36.4716666666667
"群馬",42251,"官","前橋","前橋市昭和町　前橋地方気象台",112,"#昭50.2.27","42915","気温、雨","マエバシ","42","47624","10",139.06,36.405
"群馬",42251,"官","前橋","前橋市元総社町",112,"#昭50.2.27",,"風、日照","マエバシ","42","47624","10",139.038333333333,36.3866666666667
"群馬",42261,"雨","黒保根","桐生市黒保根町水沼",285,"昭53.6.16",,,"クロホネ","42","1259","10",139.283333333333,36.5016666666667
"群馬",42266,"四","桐生","桐生市元宿町",117,"#昭51.2.5",,,"キリュウ","42","0351","10",139.325,36.41
"群馬",42286,"四","上里見","高崎市上里見町",183,"#昭52.12.19",,"湿度を除く","カミサトミ","42","0353","10",138.895,36.3766666666667
"群馬",42302,"四","伊勢崎","伊勢崎市宮子町",64,"平10.7.27",,"湿度を除く","イセサキ","42","1021","10",139.165,36.3316666666667
"群馬",42326,"四","西野牧","甘楽郡下仁田町西野牧",375,"#昭52.12.20",,,"ニシノマキ","42","0354","10",138.706666666667,36.245
"群馬",42341,"雨","藤岡","藤岡市藤岡",95,"#",,,"フジオカ","42","0355","10",139.07,36.2416666666667
"群馬",42366,"四","館林","館林市富士原町",23,"#昭53.12.22",,,"タテバヤシ","42","0356","10",139.513333333333,36.24
"群馬",42396,"四","神流","多野郡神流町大字黒田字坂井道下",357,"昭52.11.17",,"湿度を除く","カンナ","42","1223","10",138.896666666667,36.1083333333333
"埼玉",43051,"四","寄居","大里郡寄居町大字折原",128,"(昭50.5.17)昭52.12.19",,,"ヨリイ","43","1009","11",139.183333333333,36.105
"埼玉",43056,"官","熊谷","熊谷市桜町　熊谷地方気象台",30,"#昭50.3.3","43905",,"クマガヤ","43","47626","11",139.38,36.15
"埼玉",43091,"雨","上吉田","秩父市上吉田",275,"昭52.8.25",,,"カミヨシダ","43","1182","11",138.98,36.0533333333333
"埼玉",43121,"雨","鴻巣","鴻巣市中央",15,"昭50.6.11",,,"コウノス","43","1069","11",139.521666666667,36.065
"埼玉",43126,"四","久喜","久喜市六万部",12,"#昭52.12.20",,,"クキ","43","0359","11",139.635,36.0866666666667
"埼玉",43151,"雨","三峰","秩父市三峰",975,"昭50.5.16",,,"ミツミネ","43","1000","11",138.923333333333,35.9266666666667
"埼玉",43156,"官","秩父","秩父市上町　秩父特別地域気象観測所",232,"#昭50.11.28","43900",,"チチブ","43","47641","11",139.073333333333,35.99
